Date,Open,High,Low,Close,Adj Close,Volume
2013-06-26,89.24,90.83,87.75,88.25,88.25,5784670
2013-06-27,88.28,89.0,86.54,86.8,86.8,3125970
2013-06-28,87.01,88.6,86.83,88.17,88.17,3262990
2013-07-01,90.35,90.35,87.53,89.66,89.66,2721810
2013-07-02,90.51,94.78,89.39,94.01,94.01,6866160
2013-07-03,93.79,103.5,93.6,99.51,99.51,18516560
2013-07-04,100.0,104.48,99.76,104.45,104.45,11090520
2013-07-05,104.8,105.87,103.55,103.77,103.77,6579680
2013-07-08,104.01,104.01,101.85,102.08,102.08,3212830
2013-07-09,102.09,104.74,102.09,103.39,103.39,2855070
2013-07-10,103.51,104.0,101.41,101.6,101.6,3677330
2013-07-11,102.21,103.73,102.06,103.2,103.2,2970480
2013-07-12,103.0,108.77,102.77,108.5,108.5,8115920
2013-07-15,108.8,110.58,108.11,108.81,108.81,5388970
2013-07-16,109.06,113.7,108.3,113.23,113.23,9176930
2013-07-17,113.1,115.4,112.58,115.2,115.2,7344660
2013-07-18,115.2,117.41,114.25,115.71,115.71,4902290
2013-07-19,115.69,116.25,114.01,115.53,115.53,2680060
2013-07-22,115.08,116.2,114.6,115.32,115.32,1957820
2013-07-23,115.71,117.98,115.59,117.08,117.08,4502290
2013-07-24,117.31,118.05,116.67,118.04,118.04,3928600
2013-07-25,118.03,118.73,115.85,117.0,117.0,3325890
2013-07-26,117.0,117.54,116.01,116.1,116.1,1748970
2013-07-29,116.1,117.78,114.78,116.12,116.12,3430400
2013-07-30,116.19,117.94,114.98,115.62,115.62,2508350
2013-07-31,115.6,116.0,110.72,110.72,110.72,4176300
2013-08-01,112.61,115.86,111.34,114.63,114.63,4529810
2013-08-02,114.31,116.49,111.5,113.1,113.1,3122350
2013-08-05,114.09,114.09,112.2,113.58,113.58,1763160
2013-08-06,114.17,114.4,110.78,112.09,112.09,7451680
2013-08-07,110.97,112.09,108.83,111.85,111.85,2899510
2013-08-08,111.85,112.86,110.5,111.5,111.5,1588640
2013-08-09,112.49,113.5,111.0,113.2,113.2,1336840
2013-08-12,112.53,114.3,112.53,113.42,113.42,863000
2013-08-13,120.71,120.71,113.25,115.23,115.23,1451130
2013-08-14,116.09,116.25,115.08,115.33,115.33,1673580
2013-08-15,115.22,115.49,111.5,111.6,111.6,2321250
2013-08-16,111.77,118.47,109.55,111.49,111.49,8244840
2013-08-19,111.49,113.58,109.7,113.16,113.16,3400530
2013-08-20,112.52,115.0,111.22,114.37,114.37,2314360
2013-08-21,116.69,116.69,113.72,115.95,115.95,3056930
