Date,Open,High,Low,Close,Adj Close,Volume
2012-09-05,92.86,93.13,92.22,92.85,92.85,93166920
2012-09-06,93.27,94.17,92.45,93.95,93.95,143877140
2012-09-07,94.32,95.76,93.62,93.86,93.86,158549880
2012-09-10,93.6,94.61,93.28,94.44,94.44,79357240
2012-09-11,93.7,94.24,93.37,94.03,94.03,77186830
2012-09-12,94.3,94.49,93.4,93.58,93.58,94913420
2012-09-13,93.36,93.71,92.4,92.75,92.75,80882070
2012-09-14,95.0,98.09,94.77,97.05,97.05,249373220
2012-09-17,96.32,96.38,94.48,95.57,95.57,215450280
2012-09-18,95.01,96.67,94.57,94.75,94.75,146341080
2012-09-19,94.8,95.28,92.81,93.78,93.78,314614770
2012-09-20,93.15,93.97,92.62,93.77,93.77,135170300
2012-09-21,94.48,94.6,93.58,94.16,94.16,110055620
2012-09-24,93.8,94.2,93.33,94.17,94.17,70281780
2012-09-25,94.35,94.46,93.46,93.75,93.75,86913310
2012-09-26,93.0,93.14,90.56,90.75,90.75,122383640
2012-09-27,91.48,91.64,89.45,90.07,90.07,128304760
2012-09-28,90.97,91.3,90.23,90.99,90.99,115659920
2012-10-01,90.61,92.34,90.61,92.33,92.33,96865770
2012-10-02,92.0,92.24,91.14,91.9,91.9,92216290
2012-10-03,91.52,92.64,90.94,91.92,91.92,92187360
2012-10-04,92.37,92.47,90.75,91.47,91.47,88357530
2012-10-05,92.02,93.52,91.71,93.02,93.02,105435230
2012-10-08,92.7,92.89,92.2,92.6,92.6,67933360
2012-10-09,92.99,93.08,92.06,92.63,92.63,66845380
2012-10-10,92.25,92.47,91.82,92.29,92.29,76743700
2012-10-11,91.8,92.95,91.8,92.64,92.64,67188530
2012-10-12,92.5,92.57,91.25,91.5,91.5,64442000
2012-10-15,91.5,92.27,90.95,91.28,91.28,60382100
2012-10-16,92.1,92.2,91.11,92.19,92.19,69671940
2012-10-17,92.2,93.31,92.1,93.12,93.12,87599870
2012-10-18,93.23,94.07,93.18,93.7,93.7,87822570
2012-10-19,93.45,93.65,92.72,93.19,93.19,54653190
2012-10-22,92.7,94.38,92.6,94.1,94.1,74302250
2012-10-23,93.81,94.06,93.07,93.59,93.59,82362330
2012-10-24,94.03,94.2,92.8,93.38,93.38,70765510
2012-10-25,93.29,93.83,92.76,92.89,92.89,56074380
2012-10-26,92.2,92.31,91.36,91.95,91.95,74421830
2012-10-29,91.65,92.19,91.12,91.7,91.7,42768390
2012-10-30,91.3,92.25,91.12,91.2,91.2,53669620
2012-10-31,91.27,92.2,91.2,91.79,91.79,52078220
2012-11-01,91.6,92.06,90.2,91.84,91.84,75235560
2012-11-02,91.99,92.64,91.48,91.95,91.95,65873010
2012-11-06,91.82,91.92,91.11,91.34,91.34,44943440
2012-11-07,91.75,91.77,89.71,89.95,89.95,74823010
2012-11-08,89.25,89.89,85.9,86.34,86.34,165131550
2012-11-09,86.0,86.32,84.82,85.8,85.8,95025380
2012-11-12,86.02,86.95,85.25,86.78,86.78,59443610
2012-11-13,86.34,86.34,84.05,84.31,84.31,99054530
2012-11-14,85.1,85.5,83.75,84.72,84.72,92902150
2012-11-15,84.0,86.36,83.85,86.09,86.09,70310980
2012-11-16,85.89,86.61,85.21,85.98,85.98,64487940
2012-11-19,86.61,87.6,86.12,87.34,87.34,79184100
